longitude,latitude,crop_flow_lb_s,datetime,,distance_in,swth_wdth_in,moisture,status,pass_num,serial_number,field,dataset,product
-85.368273,42.413719,0.95,2012/10/25,13:50:00+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413735,0.95,2012/10/25,13:49:59+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413752,1.35,2012/10/25,13:49:58+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413769,1.45,2012/10/25,13:49:57+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413785,1.95,2012/10/25,13:49:56+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413802,2.75,2012/10/25,13:49:55+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413819,2.85,2012/10/25,13:49:54+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413835,2.85,2012/10/25,13:49:53+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413852,2.75,2012/10/25,13:49:52+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413869,2.65,2012/10/25,13:49:51+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413885,3.15,2012/10/25,13:49:50+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413902,3.45,2012/10/25,13:49:49+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413919,3.75,2012/10/25,13:49:48+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413935,3.45,2012/10/25,13:49:47+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413952,2.45,2012/10/25,13:49:46+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368275,42.413969,2.15,2012/10/25,13:49:45+00,72,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.413985,1.85,2012/10/25,13:49:44+00,70,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.414002,1.55,2012/10/25,13:49:43+00,70,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.414019,1.65,2012/10/25,13:49:42+00,70,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.414035,1.65,2012/10/25,13:49:41+00,70,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.414052,1.65,2012/10/25,13:49:40+00,70,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.414069,1.95,2012/10/25,13:49:39+00,70,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414085,2.05,2012/10/25,13:49:38+00,69,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414102,2.15,2012/10/25,13:49:37+00,70,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414119,2.95,2012/10/25,13:49:36+00,69,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414132,2.75,2012/10/25,13:49:35+00,71,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414149,2.75,2012/10/25,13:49:34+00,72,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414166,3.05,2012/10/25,13:49:33+00,68,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.41418,2.65,2012/10/25,13:49:32+00,50,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414194,2.65,2012/10/25,13:49:31+00,41,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414202,2.65,2012/10/25,13:49:30+00,47,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414216,2.55,2012/10/25,13:49:29+00,46,180,16.31,1,8,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414227,2.85,2012/10/25,13:49:28+00,50,180,16.31,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.414238,2.55,2012/10/25,13:49:27+00,25,180,16.31,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368278,42.414241,2.65,2012/10/25,13:49:26+00,29,180,16.31,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368281,42.414235,2.25,2012/10/25,13:49:25+00,45,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368289,42.414227,2.95,2012/10/25,13:49:24+00,26,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368292,42.414221,3.05,2012/10/25,13:49:23+00,7,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368292,42.414224,2.85,2012/10/25,13:49:22+00,39,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368284,42.414232,2.05,2012/10/25,13:49:21+00,62,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368267,42.414241,2.15,2012/10/25,13:49:20+00,73,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368245,42.414244,0.55,2012/10/25,13:49:19+00,75,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.36822,42.414241,0.25,2012/10/25,13:49:18+00,75,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368198,42.414232,1.45,2012/10/25,13:49:17+00,73,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368181,42.414219,2.65,2012/10/25,13:49:16+00,73,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368173,42.414205,2.75,2012/10/25,13:49:15+00,74,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.36817,42.414185,2.85,2012/10/25,13:49:14+00,74,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368167,42.414169,2.65,2012/10/25,13:49:13+00,75,180,16.41,0,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368167,42.414152,2.75,2012/10/25,13:49:12+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.414132,2.45,2012/10/25,13:49:11+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.414116,2.35,2012/10/25,13:49:10+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.414099,1.55,2012/10/25,13:49:09+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.41408,1.35,2012/10/25,13:49:08+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.414063,1.85,2012/10/25,13:49:07+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.414046,2.45,2012/10/25,13:49:06+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.41403,2.55,2012/10/25,13:49:05+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.41401,2.65,2012/10/25,13:49:04+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.413994,2.05,2012/10/25,13:49:03+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368164,42.413977,1.85,2012/10/25,13:49:02+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413957,2.25,2012/10/25,13:49:01+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413941,2.55,2012/10/25,13:49:00+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413924,2.35,2012/10/25,13:48:59+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413907,2.35,2012/10/25,13:48:58+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413891,2.15,2012/10/25,13:48:57+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413871,2.05,2012/10/25,13:48:56+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413855,1.95,2012/10/25,13:48:55+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413838,1.45,2012/10/25,13:48:54+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413821,1.45,2012/10/25,13:48:53+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413805,1.45,2012/10/25,13:48:52+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413785,1.25,2012/10/25,13:48:51+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413769,1.45,2012/10/25,13:48:50+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368162,42.413752,1.65,2012/10/25,13:48:49+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413735,1.65,2012/10/25,13:48:48+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413716,2.05,2012/10/25,13:48:47+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413699,1.75,2012/10/25,13:48:46+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413682,1.75,2012/10/25,13:48:45+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413666,1.95,2012/10/25,13:48:44+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413646,2.25,2012/10/25,13:48:43+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.41363,2.75,2012/10/25,13:48:42+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413613,2.85,2012/10/25,13:48:41+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413594,2.85,2012/10/25,13:48:40+00,74,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413577,2.85,2012/10/25,13:48:39+00,75,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.41356,3.45,2012/10/25,13:48:38+00,73,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368159,42.413544,3.45,2012/10/25,13:48:37+00,73,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413527,3.45,2012/10/25,13:48:36+00,70,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.41351,3.05,2012/10/25,13:48:35+00,70,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413494,3.15,2012/10/25,13:48:34+00,69,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413477,3.45,2012/10/25,13:48:33+00,70,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.41346,2.45,2012/10/25,13:48:32+00,69,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413444,2.45,2012/10/25,13:48:31+00,69,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.41343,2.35,2012/10/25,13:48:30+00,72,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413413,2.65,2012/10/25,13:48:29+00,69,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413396,2.65,2012/10/25,13:48:28+00,70,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.41338,2.65,2012/10/25,13:48:27+00,66,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413366,4.35,2012/10/25,13:48:26+00,64,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413349,4.15,2012/10/25,13:48:25+00,66,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413335,3.65,2012/10/25,13:48:24+00,64,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413319,3.25,2012/10/25,13:48:23+00,64,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413305,2.65,2012/10/25,13:48:22+00,64,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413291,2.45,2012/10/25,13:48:21+00,62,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413277,2.55,2012/10/25,13:48:20+00,65,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368156,42.413263,2.45,2012/10/25,13:48:19+00,65,180,16.41,1,7,5648,F1: T4R5-East,L1: ,Soybeans
-85.368161,42.413232,2.35,2012/10/25,13:48:18+00,65,180,16.41,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368163,42.413219,2.45,2012/10/25,13:48:17+00,61,180,16.41,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368172,42.413202,2.45,2012/10/25,13:48:16+00,25,180,16.41,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368175,42.413199,2.25,2012/10/25,13:48:15+00,37,180,16.41,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368169,42.413207,3.15,2012/10/25,13:48:14+00,65,180,16.41,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368155,42.413216,3.15,2012/10/25,13:48:13+00,61,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368138,42.413224,3.15,2012/10/25,13:48:12+00,49,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368122,42.413227,4.75,2012/10/25,13:48:11+00,9,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368122,42.413227,4.79,2012/10/25,13:48:10+00,41,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368133,42.413224,2.19,2012/10/25,13:48:09+00,59,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368152,42.413224,0.09,2012/10/25,13:48:08+00,59,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368172,42.413224,0.69,2012/10/25,13:48:07+00,59,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368188,42.41323,0.59,2012/10/25,13:48:06+00,62,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368202,42.413238,1.19,2012/10/25,13:48:05+00,68,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413252,1.29,2012/10/25,13:48:04+00,66,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413269,2.29,2012/10/25,13:48:03+00,67,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413282,2.29,2012/10/25,13:48:02+00,68,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413299,2.09,2012/10/25,13:48:01+00,67,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413313,1.79,2012/10/25,13:48:00+00,68,180,16.31,0,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.41333,1.89,2012/10/25,13:47:59+00,68,180,16.31,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413346,2.59,2012/10/25,13:47:58+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413363,3.09,2012/10/25,13:47:57+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413377,2.29,2012/10/25,13:47:56+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413394,2.39,2012/10/25,13:47:55+00,69,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.41341,2.09,2012/10/25,13:47:54+00,69,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413427,1.39,2012/10/25,13:47:53+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368211,42.413444,1.79,2012/10/25,13:47:52+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368213,42.41346,2.09,2012/10/25,13:47:51+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368213,42.413474,2.09,2012/10/25,13:47:50+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368213,42.413491,2.99,2012/10/25,13:47:49+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368213,42.413507,3.99,2012/10/25,13:47:48+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368213,42.413524,4.29,2012/10/25,13:47:47+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368213,42.413538,4.09,2012/10/25,13:47:46+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368213,42.413555,3.99,2012/10/25,13:47:45+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413569,3.29,2012/10/25,13:47:44+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413585,2.39,2012/10/25,13:47:43+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413602,1.99,2012/10/25,13:47:42+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413616,1.89,2012/10/25,13:47:41+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413632,1.89,2012/10/25,13:47:40+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413649,1.49,2012/10/25,13:47:39+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413666,1.79,2012/10/25,13:47:38+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.41368,1.59,2012/10/25,13:47:37+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413696,1.39,2012/10/25,13:47:36+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413713,1.39,2012/10/25,13:47:35+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413727,1.49,2012/10/25,13:47:34+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413744,1.49,2012/10/25,13:47:33+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.41376,1.59,2012/10/25,13:47:32+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368216,42.413774,1.69,2012/10/25,13:47:31+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368219,42.413791,2.39,2012/10/25,13:47:30+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368219,42.413807,2.79,2012/10/25,13:47:29+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368219,42.413821,3.09,2012/10/25,13:47:28+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368219,42.413838,3.69,2012/10/25,13:47:27+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413852,4.09,2012/10/25,13:47:26+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413869,4.39,2012/10/25,13:47:25+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413885,3.99,2012/10/25,13:47:24+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413899,3.09,2012/10/25,13:47:23+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413916,2.39,2012/10/25,13:47:22+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413932,1.89,2012/10/25,13:47:21+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413946,1.89,2012/10/25,13:47:20+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413963,1.89,2012/10/25,13:47:19+00,67,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.41398,2.09,2012/10/25,13:47:18+00,68,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.413996,1.79,2012/10/25,13:47:17+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.41401,2.09,2012/10/25,13:47:16+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.414027,2.09,2012/10/25,13:47:15+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368222,42.414041,2.39,2012/10/25,13:47:14+00,66,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368225,42.414057,2.39,2012/10/25,13:47:13+00,72,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368225,42.414074,2.19,2012/10/25,13:47:12+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368225,42.414091,3.09,2012/10/25,13:47:11+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368225,42.414107,2.99,2012/10/25,13:47:10+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368225,42.414124,2.69,2012/10/25,13:47:09+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368225,42.414138,2.49,2012/10/25,13:47:08+00,69,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368225,42.414157,2.19,2012/10/25,13:47:07+00,70,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368227,42.414171,2.09,2012/10/25,13:47:06+00,63,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368227,42.414185,1.89,2012/10/25,13:47:05+00,53,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.368227,42.414199,1.89,2012/10/25,13:47:04+00,55,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.36823,42.414213,1.89,2012/10/25,13:47:03+00,60,180,16.28,1,6,5648,F1: T4R5-East,L1: ,Soybeans
-85.36823,42.414227,2.09,2012/10/25,13:47:02+00,60,180,16.28,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.36823,42.414241,1.99,2012/10/25,13:47:01+00,66,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368236,42.414257,2.29,2012/10/25,13:47:00+00,64,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368252,42.414266,1.69,2012/10/25,13:46:59+00,65,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368266,42.414274,1.79,2012/10/25,13:46:58+00,64,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368286,42.41428,2.09,2012/10/25,13:46:57+00,64,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368305,42.41428,2.09,2012/10/25,13:46:56+00,66,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368325,42.414274,1.09,2012/10/25,13:46:55+00,64,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368344,42.414269,1.69,2012/10/25,13:46:54+00,66,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368358,42.414257,1.79,2012/10/25,13:46:53+00,69,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368361,42.414241,1.49,2012/10/25,13:46:52+00,72,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368361,42.414224,1.49,2012/10/25,13:46:51+00,72,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368358,42.414207,1.29,2012/10/25,13:46:50+00,72,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368347,42.414194,1.49,2012/10/25,13:46:49+00,70,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368341,42.414177,1.49,2012/10/25,13:46:48+00,66,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368338,42.414163,1.29,2012/10/25,13:46:47+00,66,180,16.08,0,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414146,1.59,2012/10/25,13:46:46+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414132,1.79,2012/10/25,13:46:45+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414116,1.69,2012/10/25,13:46:44+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414099,1.99,2012/10/25,13:46:43+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414082,2.79,2012/10/25,13:46:42+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414069,2.49,2012/10/25,13:46:41+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414052,2.19,2012/10/25,13:46:40+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414038,1.99,2012/10/25,13:46:39+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414021,1.69,2012/10/25,13:46:38+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.414005,1.59,2012/10/25,13:46:37+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.413991,1.89,2012/10/25,13:46:36+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.413977,1.99,2012/10/25,13:46:35+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368336,42.41396,1.89,2012/10/25,13:46:34+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368333,42.413946,2.09,2012/10/25,13:46:33+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368333,42.41393,2.19,2012/10/25,13:46:32+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368333,42.413916,2.99,2012/10/25,13:46:31+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
-85.368333,42.413899,2.99,2012/10/25,13:46:30+00,66,180,16.08,1,5,5648,F1: T4R5-East,L1: ,Soybeans
